Subject	Activity	tBodyAccmeanX	tBodyAccmeanY	tBodyAccmeanZ	tBodyAccstdX	tBodyAccstdY	tBodyAccstdZ	tGravityAccmeanX	tGravityAccmeanY	tGravityAccmeanZ	tGravityAccstdX	tGravityAccstdY	tGravityAccstdZ	tBodyAccJerkmeanX	tBodyAccJerkmeanY	tBodyAccJerkmeanZ	tBodyAccJerkstdX	tBodyAccJerkstdY	tBodyAccJerkstdZ	tBodyGyromeanX	tBodyGyromeanY	tBodyGyromeanZ	tBodyGyrostdX	tBodyGyrostdY	tBodyGyrostdZ	tBodyGyroJerkmeanX	tBodyGyroJerkmeanY	tBodyGyroJerkmeanZ	tBodyGyroJerkstdX	tBodyGyroJerkstdY	tBodyGyroJerkstdZ	tBodyAccMagmean	tBodyAccMagstd	tGravityAccMagmean	tGravityAccMagstd	tBodyAccJerkMagmean	tBodyAccJerkMagstd	tBodyGyroMagmean	tBodyGyroMagstd	tBodyGyroJerkMagmean	tBodyGyroJerkMagstd	fBodyAccmeanX	fBodyAccmeanY	fBodyAccmeanZ	fBodyAccstdX	fBodyAccstdY	fBodyAccstdZ	fBodyAccJerkmeanX	fBodyAccJerkmeanY	fBodyAccJerkmeanZ	fBodyAccJerkstdX	fBodyAccJerkstdY	fBodyAccJerkstdZ	fBodyGyromeanX	fBodyGyromeanY	fBodyGyromeanZ	fBodyGyrostdX	fBodyGyrostdY	fBodyGyrostdZ	fBodyAccMagmean	fBodyAccMagstd	fBodyBodyAccJerkMagmean	fBodyBodyAccJerkMagstd	fBodyBodyGyroMagmean	fBodyBodyGyroMagstd	fBodyBodyGyroJerkMagmean	fBodyBodyGyroJerkMagstd
 2	WALKING_DOWNSTAIRS	0.2776153481	-0.022661415836	-0.11681294238	 0.046366681445	 0.262881788951	-0.102837908064	 0.8618313455	-0.325780100638	-0.043889016272	-0.9403617596	-0.9400685255	-0.9314383132	0.11004061557	-0.0032795908149	-0.02093516777660	 0.147249143238	 0.126828014557	-0.34012202319	-0.115947352872	-0.004823292319	 0.097173808906	-0.32078923001	-0.415739144894	-0.27941838804	-0.05810384985	-0.04214702575	-0.071022981689	-0.24394059255	-0.46939670111	-0.218266318606	 0.0899511204979	 0.21558633489	 0.0899511204979	 0.21558633489	 0.005655163351	 0.22961718513	-0.162188586930	-0.27484411053	-0.41087267149	-0.34318787540	 0.11284116033	 0.278345041766	-0.13129077200	 0.016104619860	 0.171973972957	-0.16203289429	 0.138120681087	 0.096209160762	-0.27149872111	 0.049959062483	 0.080833349128	-0.40822742319	-0.14577597041	-0.36191382400	-0.08749447361	-0.3794366744	-0.45873274745	-0.42298766511	 0.293424826591	-0.0214787881723	 0.2222474095766	 0.22748073254	-0.3208385435532	-0.37257675536	-0.38017530649	-0.34369898543
 2	  WALKING_UPSTAIRS	0.2471647904	-0.021412113205	-0.15251389952	-0.304376406458	 0.108027279890	-0.112121021221	 0.7907174185	-0.416214890417	-0.195888238892	-0.9344077398	-0.9237674538	-0.8780040569	0.07445078396	-0.0097098551433	 0.01948143925000	-0.276121886479	-0.185648954221	-0.57374635250	-0.057691263458	-0.032088309740	 0.068837402167	-0.43925305896	-0.466298336667	-0.16399579168	-0.08288580013	-0.04240537085	-0.044515748163	-0.46485436313	-0.64549133771	-0.467595961042	-0.1073226795208	-0.20597704530	-0.1073226795208	-0.20597704530	-0.321268911042	-0.21738939458	-0.219713472958	-0.37753216760	-0.57281643854	-0.59729171917	-0.26672093327	 0.009924458819	-0.28100198620	-0.320582414375	 0.084880279108	-0.09454497643	-0.258639439729	-0.187842131712	-0.52272806333	-0.365415441458	-0.243554146667	-0.62509098146	-0.33164357746	-0.48808612396	-0.24860112200	-0.4763588456	-0.45975848896	-0.21807247148	-0.145318539156	-0.3667282437500	-0.1895111369021	-0.26042383896	-0.4506121847917	-0.43862040188	-0.60079849625	-0.62182020292
 3	            LAYING	0.2755168527	-0.018955678505	-0.10130047751	-0.982776639194	-0.962057544516	-0.963691034839	-0.2417584781	 0.837032099677	 0.488703185161	-0.9825121931	-0.9812027497	-0.9648075439	0.07698111258	 0.0138041011306	-0.00435625874356	-0.980879314839	-0.968710724677	-0.98209316290	-0.020817054033	-0.071850715944	 0.137999561113	-0.97454575210	-0.977272653710	-0.96350560903	-0.10004449884	-0.03897717653	-0.068733870000	-0.98032864500	-0.98676274194	-0.983338279516	-0.9727913461290	-0.96421817645	-0.9727913461290	-0.96421817645	-0.979484593387	-0.97612129790	-0.951564751452	-0.95427511097	-0.98671362516	-0.98313925565	-0.98066560903	-0.961169982903	-0.96833214161	-0.983691129032	-0.964094604194	-0.96327908016	-0.980513202258	-0.968752113710	-0.97912234435	-0.983122615968	-0.971044012742	-0.98371190468	-0.97016726290	-0.97809968226	-0.96234196081	-0.9759864337	-0.97703249548	-0.96725685419	-0.965524275161	-0.9683502174194	-0.9759495979032	-0.97530537790	-0.9645867248387	-0.95544185581	-0.98427825129	-0.98256815806
 3	           SITTING	0.2571975991	-0.003502998417	-0.09835792033	-0.971010120962	-0.856617812115	-0.875110175385	 0.9010989846	 0.127303379246	 0.139020582462	-0.9573244579	-0.9039230083	-0.8977363183	0.07260984187	 0.0027252913423	-0.00423348373558	-0.974467390385	-0.953631390962	-0.97466156596	-0.038536520481	-0.075241002750	 0.094011397553	-0.96543476846	-0.944854571346	-0.92641371038	-0.10360588906	-0.03609098818	-0.059007996669	-0.97254690596	-0.97863590865	-0.973751670577	-0.8953833501923	-0.87030170000	-0.8953833501923	-0.87030170000	-0.969080752885	-0.96655008423	-0.919354372308	-0.92551810381	-0.97799805192	-0.97677267596	-0.97015444096	-0.891907751346	-0.91798792538	-0.971605878462	-0.849655657500	-0.86432246404	-0.974950363462	-0.954170151346	-0.97084566942	-0.976283534808	-0.956461756731	-0.97715957250	-0.95755063769	-0.95617355000	-0.93496795885	-0.9680130629	-0.93960998846	-0.93063315077	-0.904185725577	-0.8746265921154	-0.9658888917308	-0.96656885288	-0.9466649436538	-0.92544962900	-0.97789810558	-0.97668980269
 3	          STANDING	0.2800465133	-0.014337655507	-0.10162172263	-0.966742542951	-0.893449307213	-0.911419015082	 0.9350307785	-0.301735130328	 0.024763106752	-0.9820204280	-0.9574253218	-0.9281615774	0.07509006223	 0.0077166364459	-0.00807177934115	-0.957086489344	-0.941686785738	-0.97305963492	-0.024662607077	-0.058510191826	 0.066526205410	-0.90046222754	-0.927788618197	-0.91236408148	-0.09946026207	-0.04724158190	-0.041683215669	-0.94093764246	-0.96843374787	-0.958293011803	-0.9254308190164	-0.91514330361	-0.9254308190164	-0.91514330361	-0.959303840328	-0.94877004328	-0.892089349344	-0.88212522148	-0.96233933967	-0.95767976689	-0.96012340951	-0.908075353770	-0.93950773525	-0.969931287377	-0.892434348525	-0.90480125459	-0.957666856721	-0.943497973607	-0.96917490344	-0.960570921803	-0.943948547213	-0.97559594951	-0.90128226754	-0.93771115721	-0.91617253770	-0.9019856725	-0.92312594115	-0.91974384607	-0.926968932295	-0.9218360765574	-0.9486274677049	-0.94820681443	-0.9136823626230	-0.88343971803	-0.96033171787	-0.95712151049
 3	           WALKING	0.2755674621	-0.017176784420	-0.11267485983	-0.360356726034	-0.069914065210	-0.387411994310	 0.9365067433	-0.261986357931	-0.138107866259	-0.9777715914	-0.9623556395	-0.9520917950	0.08147458827	 0.0100591485000	-0.00562264594828	-0.268679643879	-0.044961959426	-0.52948611638	-0.025640519252	-0.077915093741	 0.081348594283	-0.57186956017	-0.563793260172	-0.47669641155	-0.09523981650	-0.03878746517	-0.050361610082	-0.38592298603	-0.63908798414	-0.536664080345	-0.2546903332759	-0.32842893655	-0.2546903332759	-0.32842893655	-0.280009317414	-0.13991635533	-0.466411754138	-0.56151068328	-0.56613521793	-0.56737156086	-0.31661401169	-0.081302435328	-0.41237407448	-0.379276781207	-0.124030832002	-0.42299847397	-0.304694442552	-0.140508590224	-0.51413725534	-0.296596633103	-0.005614987554	-0.54352910810	-0.43784576379	-0.56152626534	-0.41812621741	-0.6151213698	-0.56888867345	-0.54589638810	-0.290031535172	-0.4563730808621	-0.1867645169655	-0.08985199040	-0.5697557722414	-0.63264329293	-0.60775164603	-0.54908700793
 3	WALKING_DOWNSTAIRS	0.2924234847	-0.019355407933	-0.11613984291	-0.057410047510	-0.033150372339	-0.362240245490	 0.9390577878	-0.228829214286	-0.102352758041	-0.9500611296	-0.9460946378	-0.8999439478	0.07256892945	 0.0109707769184	-0.00202727978143	-0.085801004224	-0.111439194980	-0.57173524306	-0.131573276451	-0.013935804396	 0.123826738353	-0.26165341401	-0.546740387959	-0.44230776755	-0.07787016503	-0.03915679310	-0.041619313112	-0.28568316235	-0.68094733816	-0.374605412306	-0.0628126118284	-0.04113400785	-0.0628126118284	-0.04113400785	-0.205239246653	-0.09263244945	-0.215294501245	-0.24579469935	-0.50856757714	-0.58391921102	-0.04217069432	-0.007700483002	-0.40445241429	-0.065441719265	-0.109722354322	-0.38972303406	-0.090670712510	-0.135938542633	-0.52905945061	-0.165442898686	-0.147728240062	-0.61352507429	-0.12906657430	-0.54269416408	-0.30286646118	-0.3086303311	-0.55309454020	-0.54816431327	 0.028941319561	-0.2338494221204	-0.0494779773224	-0.15910228802	-0.3323766293714	-0.32244082702	-0.57627719939	-0.62491082061
 3	  WALKING_UPSTAIRS	0.2608198731	-0.032410941056	-0.11006486344	-0.313123437627	 0.011628081337	-0.369754604068	 0.8835334361	-0.382851153729	-0.162943955254	-0.9440408193	-0.9098259539	-0.9094696751	0.04268809862	 0.0397249270485	 0.02082055381017	-0.458364616949	-0.251680364541	-0.70855171186	 0.072198030932	-0.139275405637	 0.021560369700	-0.45603926253	-0.582742845932	-0.49232730508	-0.11551056949	-0.04003725105	-0.049818087431	-0.50727075797	-0.77577414339	-0.573433947627	-0.1840148950000	-0.33359743254	-0.1840148950000	-0.33359743254	-0.436901159492	-0.43902059169	-0.347321812220	-0.40888665319	-0.65886140136	-0.71802804034	-0.39200421147	-0.078809415664	-0.50449452847	-0.285333024051	-0.008039875297	-0.35079722627	-0.478434306271	-0.283772547471	-0.67731453407	-0.486446509661	-0.268191523644	-0.73870586390	-0.37821668176	-0.63729350831	-0.43150336153	-0.4848209914	-0.55604594712	-0.56109764966	-0.315866079492	-0.4479943691525	-0.4129208984746	-0.48060920220	-0.5142115837288	-0.44518180243	-0.71687777864	-0.74003343627
 4	            LAYING	0.2635592150	-0.015003184106	-0.11068815031	-0.954193738889	-0.941714042407	-0.962667314815	-0.4206646622	 0.915165104259	 0.341531310556	-0.9211999659	-0.9698166357	-0.9761766089	0.09344942178	 0.0069331321397	-0.00641054328741	-0.978302781111	-0.942209488333	-0.97851198426	-0.009231563472	-0.093012818076	 0.169720404093	-0.97310242222	-0.961109291852	-0.96207375500	-0.10501987769	-0.03812304322	-0.071215628833	-0.97510320426	-0.98685562981	-0.983965359815	-0.9545576031481	-0.93129221661	-0.9545576031481	-0.93129221661	-0.970095771667	-0.96078643074	-0.930236462593	-0.94703178167	-0.98506850204	-0.98269821370	-0.95880207759	-0.938883374444	-0.96750427889	-0.952464881481	-0.946380971111	-0.96215445426	-0.978542457407	-0.943969987222	-0.97538332944	-0.980079292593	-0.944366881667	-0.98026123630	-0.96720373648	-0.97218783907	-0.96147926259	-0.9750947394	-0.95618250019	-0.96580746667	-0.939389701296	-0.9371879759630	-0.9622871253704	-0.95803711926	-0.9615566601852	-0.94710032519	-0.98360907333	-0.98254363167
 4	           SITTING	0.2715382799	-0.007163065158	-0.10587459588	-0.980309931000	-0.890223981080	-0.932203006600	 0.8693030064	 0.211622539937	 0.110120481080	-0.9814052948	-0.9327271039	-0.9509492546	0.07845002390	-0.0108582171094	-0.01214999515960	-0.976742196200	-0.944596105600	-0.97903876580	-0.049443511560	-0.089430061080	 0.101150334780	-0.97013179040	-0.958468120400	-0.92797222940	-0.09694948424	-0.04184839000	-0.048996435167	-0.96989973120	-0.98444135800	-0.968804831600	-0.9356948200000	-0.91440784480	-0.9356948200000	-0.91440784480	-0.970132283600	-0.96254911040	-0.926063313800	-0.92889829300	-0.98049046180	-0.97580669020	-0.97746249840	-0.905782931800	-0.95178374320	-0.981908189200	-0.889467349400	-0.92699931680	-0.976845712600	-0.944298390800	-0.97515490560	-0.978776912200	-0.949293158000	-0.98169944820	-0.96058963580	-0.96758364780	-0.93377689220	-0.9733331070	-0.95412041900	-0.93286835440	-0.929002095000	-0.9198157096000	-0.9625007338000	-0.96158451940	-0.9487697524000	-0.92885055440	-0.97654776340	-0.97626175380
 4	          STANDING	0.2804997459	-0.009489110986	-0.09615749055	-0.976920580000	-0.861597378750	-0.896880538393	 0.9561977913	-0.075900906107	 0.166893825946	-0.9729083559	-0.9176134648	-0.8994047753	0.07213283799	-0.0065301569377	-0.02118898905679	-0.972586541964	-0.938354677857	-0.97305420107	-0.030644934236	-0.061824850625	 0.075563643089	-0.90968797446	-0.949227146964	-0.90999503857	-0.10305789414	-0.04612572014	-0.049075349787	-0.94963387857	-0.97606517464	-0.957982019464	-0.9064780517857	-0.89097668339	-0.9064780517857	-0.89097668339	-0.963370738393	-0.95815948214	-0.900982100536	-0.88514431768	-0.96761407393	-0.96428278429	-0.97349754964	-0.889549205000	-0.93164342125	-0.978737637679	-0.857380281804	-0.88755431768	-0.972310894286	-0.937624242143	-0.96864841161	-0.975706723571	-0.944075308929	-0.97622950554	-0.90546416196	-0.95599294518	-0.91528095536	-0.9124647939	-0.94582584018	-0.91665163125	-0.917614014821	-0.8953400421429	-0.9561392835714	-0.96003249875	-0.9142091657143	-0.88719440429	-0.96447113946	-0.96643021750
 4	           WALKING	0.2785820152	-0.014839947534	-0.11140306485	-0.440829971333	-0.078826736768	-0.586252806833	 0.9639996968	-0.085854026567	 0.127764112667	-0.9838264948	-0.9679632210	-0.9629681120	0.07835290822	 0.0029560242867	-0.00076767933833	-0.297042612533	-0.221165131582	-0.75139138250	-0.031798255780	-0.072690527858	 0.080567716122	-0.50091665900	-0.665394092833	-0.66260822600	-0.11532155648	-0.03934744891	-0.055116685277	-0.49234106683	-0.80741993700	-0.640454132833	-0.3120505741667	-0.52767910317	-0.3120505741667	-0.52767910317	-0.366700879833	-0.31691895600	-0.497792201060	-0.55311611117	-0.68130403650	-0.73014636850	-0.42671944967	-0.149399633440	-0.63100547083	-0.447234929667	-0.101799450565	-0.59419832567	-0.358883413667	-0.279553391533	-0.72899159567	-0.297326072450	-0.209900006300	-0.77235908733	-0.37338454067	-0.68846005667	-0.60138112917	-0.5426467590	-0.65465777017	-0.71645847517	-0.450804558333	-0.6511726281667	-0.3185878110000	-0.32045870100	-0.6092855880167	-0.59393720083	-0.72432742067	-0.75776808117
